ID,Asset,Log
11274,Application,"[INFO] SecurityManager - Login successful for user: administrator, IP: 10.0.164.107"
11275,SSH,sshd[4524]: Accepted publickey for demo from 198.51.100.102.227 port 58573 ssh2
11276,Windows,An account was successfully logged on. Subject: Security ID: S-1-5-21-270222-7092 Logon Type: 2
11277,Database,[05/May/2025:17:17:40 +0000] k8s-worker-01 postgres[34465]: LOG:  connection authorized: user=app_user database=test
11278,Linux,[06/May/2025:16:08:54 +0000] web-prod-02 sudo: pam_unix(sudo:session): session opened for user john by user(uid=1111)
11279,Database,2025-05-19T02:52:40.761566Z k8s-worker-02 mongodb[25590]: Successfully authenticated as principal dbadmin on development
11280,Windows,Logon Type: 11. New Logon: Security ID: S-1-5-21-198009-7566 Account Name: oracle Account Domain: WORKGROUP
11281,Windows,May 06 16:24:01 k8s-worker-02 An account was successfully logged on. Subject: Security ID: S-1-5-21-840297-2034 Logon Type: 2
11282,Windows,2025-05-03 11:54:32 proxy-02 Windows Logon: User INTERNAL\web_admin logged on successfully from 203.0.113.105.5
11283,Database,May 12 02:53:32 loadbalancer mysql[49028]: Access granted for user 'dbadmin'@'172.17.57.166' (using password: YES)
11284,Database,2025-05-04 04:05:28 monitoring-01 apache2[22105]: Auth: user oracle@PROD : authentication successful
11285,Database,Oracle Audit: LOGON: USER: 'app_user' PRIVILEGE: 'NORMAL' SUCCESS
11286,Database,mysql[28846]: Access granted for user 'app_user'@'172.17.182.204' (using password: YES)
11287,SSH,[20/May/2025:03:28:24 +0000] mail-server sshd[45316]: pam_unix(sshd:session): session opened for user test by (uid=0)
11288,Database,2025-05-19 07:42:01 proxy-02 mysql[53046]: Access granted for user 'dbadmin'@'10.0.193.225' (using password: YES)
11289,Linux,May 25 01:46:43 monitoring-01 sudo: david : TTY=pts/4 ; PWD=/home/david ; USER=developer ; COMMAND=/usr/bin/vim
11290,Linux,systemd-logind[3474]: New session 749 of user bob.
11291,SSH,2025/05/03 14:23:51 vpn-gateway sshd[56624]: Accepted keyboard-interactive for audit from 172.18.152.119 port 62384 ssh2: RSA SHA256:0d71496cd4e6
11292,WebServer,May 24 14:26:45 proxy-01 apache2[33417]: Auth: user service@corp.local : authentication successful
11293,Linux,gdm-password][12799]: pam_unix(gdm-password:session): session opened for user deploy by (uid=0)
11294,Linux,2025-05-24T06:38:06.762572Z k8s-worker-01 login[41270]: pam_unix(login:session): session opened for user app_user by LOGIN(uid=0)
11295,Linux,systemd-logind[49312]: New session 767 of user user.
11296,Windows,May 13 05:05:55 web-prod-02 Windows Logon: User WORKGROUP\helpdesk logged on successfully from 172.16.222.254
11297,Other,tomcat[56544]: User [security] successfully authenticated via local
11298,WebServer,May 11 18:08:17 k8s-worker-01 apache2[2301]: Auth: user netadmin@CORPORATE : authentication successful
11299,Windows,2025/04/26 09:19:40 k8s-worker-01 Windows Logon: User INTERNAL\devops logged on successfully from 172.18.242.111
11300,Database,May 09 03:08:50 proxy-01 Oracle Audit: LOGON: USER: 'dbadmin' PRIVILEGE: 'SYSOPER' SUCCESS
11301,Other,tomcat[42724]: User [service] successfully authenticated via SAML
11302,WebServer,2025/05/06 23:38:55 k8s-master-01 nginx[22074]: User 'gitlab' logged in successfully from 203.0.113.238.66
11303,Database,mysql[62184]: Access granted for user 'replication'@'203.0.113.90.19' (using password: YES)
11304,Database,mysql[37404]: Access granted for user 'replication'@'172.16.128.120' (using password: YES)
11305,Other,2025/04/29 09:23:08 web-prod-02 mariadb[38771]: User backup connected to database admin from 100.64.116.155
11306,Windows,2025/05/21 20:46:44 proxy-01 Windows Logon: User CORPORATE\system logged on successfully from 100.64.216.217
11307,Linux,2025-04-29 08:05:23 k8s-worker-02 login[62858]: pam_unix(login:session): session opened for user sarah by LOGIN(uid=0)
11308,Database,2025-05-18 07:18:02 auth-server Oracle Audit: LOGON: USER: 'dbadmin' PRIVILEGE: 'SYSDBA' SUCCESS
11309,SSH,2025/04/27 00:03:20 ldap-master sshd[13103]: User deploy from 10.0.233.49 authenticated successfully
11310,WebServer,nginx[4569]: User 'nagios' logged in successfully from 203.0.113.40.97
11311,Linux,2025/05/22 20:30:20 jenkins-master su[4635]: + pts/9 helpdesk:security
11312,SSH,2025-05-17 05:20:50 db-slave-01 sshd[41246]: Successful authentication for oracle from 172.16.186.80 port 55269
11313,Linux,2025-05-10 14:14:37 app-server-01 login[38450]: pam_unix(login:session): session opened for user administrator by LOGIN(uid=0)
11314,SSH,sshd[53396]: User demo from 198.51.100.246.85 authenticated successfully
11315,Windows,2025/05/21 06:27:25 monitoring-01 Logon Type: 7. New Logon: Security ID: S-1-5-21-773930-9657 Account Name: jennifer Account Domain: CORPORATE
11316,Database,May 14 17:16:48 jenkins-master Oracle Audit: LOGON: USER: 'replication' PRIVILEGE: 'NORMAL' SUCCESS
11317,SSH,2025-05-25 15:42:12 db-slave-01 sshd[20959]: pam_unix(sshd:session): session opened for user app_user by (uid=0)
11318,Linux,su[58060]: Successful su for audit by developer
11319,SSH,2025-05-09 23:52:37 web-prod-01 sshd[65205]: Accepted keyboard-interactive for git from 192.168.53.58 port 43592 ssh2
11320,SSH,2025/05/12 14:35:22 k8s-worker-01 sshd[45819]: Accepted publickey for www-data from 172.18.170.124 port 43096 ssh2
11321,SSH,2025-05-06 14:04:02 app-server-01 sshd[2358]: Successful authentication for support from 2001:db8::f3d port 61080
11322,Linux,[28/Apr/2025:00:57:05 +0000] web-prod-01 sudo: jenkins : TTY=pts/0 ; PWD=/home/jenkins ; USER=monitoring ; COMMAND=/bin/su
11323,WebServer,apache2[3118]: Auth: user netadmin@INTERNAL : authentication successful
11324,Database,mysql[30415]: Access granted for user 'dbadmin'@'198.51.100.155.113' (using password: YES)
11325,Linux,[12/May/2025:07:35:57 +0000] proxy-01 gdm-password][64095]: pam_unix(gdm-password:session): session opened for user www-data by (uid=0)
11326,SSH,[18/May/2025:03:44:42 +0000] mail-server sshd[59211]: Accepted keyboard-interactive for oracle from 192.168.96.128 port 53882 ssh2
11327,Database,2025-05-19T22:38:17.762572Z app-server-01 postgres[36078]: User replication connected to database admin from 198.51.100.145.29
11328,Application,"2025/05/19 21:25:42 db-master [INFO] SecurityManager - Login successful for user: jenkins, IP: 2001:db8::21eb"
11329,Other,mariadb[59420]: User dbadmin connected to database test from 172.16.214.147
11330,Windows,2025-05-23 23:05:50 jenkins-master Windows Logon: User INTERNAL\administrator logged on successfully from 172.17.14.17
11331,Other,tomcat[48596]: User [john] successfully authenticated via OAuth
11332,SSH,2025-05-12 08:29:50 ad-controller-01 sshd[49340]: Accepted password for operator from 172.17.170.163 port 53916 ssh2
11333,Database,[26/May/2025:00:55:32 +0000] k8s-master-01 postgres[2651]: LOG:  connection authorized: user=dbadmin database=development
11334,Database,2025-05-09 19:31:11 monitoring-01 postgres[50697]: LOG:  connection authorized: user=backup database=production
11335,Windows,2025-04-26T17:16:42.762572Z ldap-master An account was successfully logged on. Subject: Security ID: S-1-5-21-712966-5253 Logon Type: 11
11336,Application,2025-05-10T05:56:32.762572Z ad-controller-01 tomcat[27565]: Successful login: user=git ip=192.168.6.164 session=553237b2
11337,WebServer,2025/05/04 17:06:13 loadbalancer nginx[40301]: User 'helpdesk' logged in successfully from 203.0.113.18.72
11338,Linux,sudo: analyst : TTY=pts/6 ; PWD=/home/analyst ; USER=developer ; COMMAND=/usr/bin/vim
11339,Windows,[08/May/2025:01:52:59 +0000] vpn-gateway An account was successfully logged on. Subject: Security ID: S-1-5-21-534906-3104 Logon Type: 3
11340,Application,"[12/May/2025:17:30:58 +0000] db-slave-01 [INFO] SecurityManager - Login successful for user: devops, IP: 203.0.113.246.196"
11341,WebServer,2025-05-14 20:29:25 vpn-gateway nginx[58953]: User 'support' logged in successfully from 172.18.231.3
11342,Application,2025-04-28 16:47:06 db-slave-01 Special privileges assigned to new logon: User: WORKGROUP\david Privileges: SeBackupPrivilege
11343,Database,Oracle Audit: LOGON: USER: 'replication' PRIVILEGE: 'SYSDBA' SUCCESS
11344,SSH,2025-04-27T05:03:56.762572Z loadbalancer sshd[46633]: User user from 172.18.30.76 authenticated successfully
11345,SSH,2025-05-02T11:00:59.762572Z db-master sshd[51410]: Accepted keyboard-interactive for app_user from 172.16.63.201 port 43053 ssh2
11346,Other,tomcat[29561]: User [nginx] successfully authenticated via local
11347,Application,Special privileges assigned to new logon: User: WORKGROUP\web_admin Privileges: SeDebugPrivilege
11348,Application,"2025/04/29 23:03:36 app-server-01 [INFO] SecurityManager - Login successful for user: demo, IP: 100.64.220.168"
11349,Windows,An account was successfully logged on. Subject: Security ID: S-1-5-21-715417-3433 Logon Type: 2
11350,SSH,2025-05-07 19:18:52 jenkins-master sshd[49879]: pam_unix(sshd:session): session opened for user david by (uid=0)
11351,Application,"[18/May/2025:17:56:08 +0000] gitlab-runner-01 [INFO] SecurityManager - Login successful for user: john, IP: 172.17.234.68"
11352,Application,"[10/May/2025:14:01:26 +0000] file-server [INFO] SecurityManager - Login successful for user: web_admin, IP: 198.51.100.141.244"
11353,Linux,2025-05-03 00:07:29 gitlab-runner-01 sudo: git : TTY=pts/9 ; PWD=/home/git ; USER=gitlab ; COMMAND=/bin/cat /etc/passwd
11354,Linux,login[52195]: pam_unix(login:session): session opened for user admin by LOGIN(uid=0)
11355,SSH,May 24 11:38:37 app-server-01 sshd[23404]: Accepted publickey for bob from 192.168.32.59 port 64877 ssh2
11356,Database,2025/05/18 20:53:19 db-master Oracle Audit: LOGON: USER: 'dbadmin' PRIVILEGE: 'SYSDBA' SUCCESS
11357,Application,"May 12 02:38:01 db-master [INFO] SecurityManager - Login successful for user: dbadmin, IP: 203.0.113.217.40"
11358,Linux,2025/05/24 01:28:05 k8s-worker-02 su[21525]: Successful su for oracle by sysadmin
11359,Application,[29/Apr/2025:02:07:24 +0000] k8s-worker-01 Special privileges assigned to new logon: User: CORPORATE\user Privileges: SeDebugPrivilege
11360,SSH,2025-05-19T09:46:18.762572Z web-prod-01 sshd[28407]: Accepted publickey for sarah from 203.0.113.217.2 port 54353 ssh2
11361,Linux,gdm-password][17110]: pam_unix(gdm-password:session): session opened for user security by (uid=0)
11362,Application,2025/05/15 17:31:52 jenkins-master httpd[11933]: Successful login: user=audit ip=203.0.113.136.13 session=c9e3122e
11363,Database,mongodb[37257]: Successfully authenticated as principal readonly on production
11364,Application,2025/05/26 14:31:28 web-prod-01 Special privileges assigned to new logon: User: WORKGROUP\demo Privileges: SeDebugPrivilege
11365,Database,[17/May/2025:12:01:06 +0000] db-master Oracle Audit: LOGON: USER: 'readonly' PRIVILEGE: 'NORMAL' SUCCESS
11366,Database,2025-05-07 09:59:17 file-server mysql[24030]: User dbadmin connected to database master from 172.17.247.152
11367,Application,"[INFO] SecurityManager - Login successful for user: nginx, IP: 203.0.113.129.132"
11368,Linux,2025-05-17 11:02:28 auth-server login[62586]: pam_unix(login:session): session opened for user operator by LOGIN(uid=0)
11369,Other,[19/May/2025:01:18:17 +0000] vpn-gateway tomcat[45312]: User [www-data] successfully authenticated via local
11370,Other,[29/Apr/2025:11:29:10 +0000] k8s-worker-02 tomcat[62221]: User [dbuser] successfully authenticated via OAuth
11371,Windows,2025/05/24 14:40:32 loadbalancer Windows Logon: User WORKGROUP\support logged on successfully from 2001:db8::3ff
11372,Linux,sudo: analyst : TTY=pts/9 ; PWD=/home/analyst ; USER=gitlab ; COMMAND=/bin/bash
11373,SSH,2025/05/01 08:08:43 proxy-02 sshd[2929]: User jenkins from 172.18.88.126 authenticated successfully
11374,SSH,sshd[48044]: Successful authentication for audit from 203.0.113.54.136 port 43043
11375,Database,2025-05-07 22:54:52 db-master mongodb[45640]: Successfully authenticated as principal replication on development
11376,SSH,2025-04-28T06:21:56.763572Z loadbalancer sshd[20112]: Successful authentication for system from 100.64.170.131 port 59007
11377,Windows,[14/May/2025:23:27:32 +0000] ad-controller-01 Windows Logon: User INTERNAL\deploy logged on successfully from 10.0.103.43
11378,SSH,2025-05-25T09:09:30.763572Z k8s-worker-02 sshd[36467]: User nagios from 172.17.239.216 authenticated successfully
11379,WebServer,2025-05-22 17:32:06 proxy-01 apache2[26224]: Auth: user helpdesk@INTERNAL : authentication successful
11380,Linux,su[7829]: + pts/1 john:monitoring
11381,Database,2025/05/09 23:42:51 db-slave-01 mongodb[24017]: Successfully authenticated as principal backup on master
11382,SSH,[25/May/2025:05:27:37 +0000] k8s-worker-02 sshd[12382]: Successful authentication for app_user from 192.168.3.162 port 55782
11383,Application,[13/May/2025:02:03:32 +0000] backup-server Special privileges assigned to new logon: User: CORPORATE\deploy Privileges: SeBackupPrivilege
11384,Linux,su[18333]: + pts/9 analyst:developer
11385,Linux,2025-05-17 15:55:42 k8s-worker-02 su[56484]: Successful su for gitlab by web_admin
11386,Database,mongodb[10770]: Successfully authenticated as principal dbadmin on test
11387,SSH,[21/May/2025:12:05:11 +0000] file-server sshd[21053]: Accepted publickey for devops from 172.16.189.193 port 52556 ssh2: RSA SHA256:6e03411949ba
11388,Windows,2025-04-30 12:37:43 k8s-master-01 Windows Logon: User INTERNAL\david logged on successfully from 203.0.113.62.117
11389,WebServer,[26/Apr/2025:08:23:11 +0000] app-server-01 apache2[62530]: Successful login: user=service ip=192.168.40.53 session=958d6577
11390,Linux,sudo: pam_unix(sudo:session): session opened for user system by gitlab(uid=1011)
11391,Linux,login[27586]: pam_unix(login:session): session opened for user michael by LOGIN(uid=0)
11392,SSH,sshd[23735]: pam_unix(sshd:session): session opened for user jennifer by (uid=0)
11393,WebServer,May 26 19:42:37 k8s-master-01 nginx[46620]: User 'sarah' logged in successfully from 172.18.146.240
11394,Database,tomcat[23132]: User [oracle] successfully authenticated via local
11395,Windows,May 09 20:24:24 proxy-02 An account was successfully logged on. Subject: Security ID: S-1-5-21-507101-6773 Logon Type: 10
11396,Windows,2025-05-24 11:37:53 jenkins-master An account was successfully logged on. Subject: Security ID: S-1-5-21-356428-7518 Logon Type: 2
11397,Linux,login[62420]: pam_unix(login:session): session opened for user sysadmin by LOGIN(uid=0)
11398,Linux,gdm-password][48568]: pam_unix(gdm-password:session): session opened for user mary by (uid=0)
11399,Database,2025-05-04 08:52:41 k8s-master-01 mongodb[57728]: Successfully authenticated as principal backup on production
11400,Windows,An account was successfully logged on. Subject: Security ID: S-1-5-21-477986-4649 Logon Type: 11
11401,Database,mongodb[43709]: Successfully authenticated as principal backup on admin
11402,Windows,An account was successfully logged on. Subject: Security ID: S-1-5-21-834750-2365 Logon Type: 7
11403,Database,May 05 06:28:35 proxy-02 Oracle Audit: LOGON: USER: 'replication' PRIVILEGE: 'NORMAL' SUCCESS
11404,Linux,[06/May/2025:11:49:07 +0000] app-server-01 login[35161]: pam_unix(login:session): session opened for user git by LOGIN(uid=0)
11405,WebServer,[23/May/2025:11:25:44 +0000] db-slave-01 nginx[36155]: User 'bob' logged in successfully from 203.0.113.62.42
11406,Windows,2025-05-07 01:12:52 web-prod-01 An account was successfully logged on. Subject: Security ID: S-1-5-21-431755-5525 Logon Type: 10
11407,Linux,su[19671]: Successful su for web_admin by backup
11408,SSH,sshd[53597]: Successful authentication for gitlab from 172.18.20.165 port 45212
11409,SSH,2025-05-09T17:27:58.763572Z file-server sshd[5972]: User apache from 192.168.55.213 authenticated successfully
11410,Database,mysql[56751]: Access granted for user 'replication'@'172.17.168.70' (using password: YES)
11411,Windows,2025/05/13 06:12:32 web-prod-02 Windows Logon: User CORPORATE\test logged on successfully from 203.0.113.83.168
11412,WebServer,May 11 22:17:09 k8s-master-01 nginx[26854]: User 'devops' logged in successfully from 100.64.189.233
11413,Linux,gdm-password][34806]: pam_unix(gdm-password:session): session opened for user dbadmin by (uid=0)
11414,Database,2025-05-23T20:49:54.763572Z k8s-master-01 mysql[36522]: User readonly connected to database production from 203.0.113.210.180
11415,Application,May 19 18:02:20 proxy-01 tomcat[65068]: Successful login: user=michael ip=172.18.192.145 session=63b4e89a
11416,Windows,Windows Logon: User INTERNAL\app_user logged on successfully from 172.16.216.222
11417,Application,2025/05/16 04:09:53 k8s-worker-02 Special privileges assigned to new logon: User: CORPORATE\demo Privileges: SeBackupPrivilege
11418,SSH,sshd[43944]: Successful authentication for git from 172.16.227.123 port 63430
11419,Linux,[09/May/2025:06:29:45 +0000] web-prod-02 login[64013]: pam_unix(login:session): session opened for user monitoring by LOGIN(uid=0)
11420,Linux,Apr 29 04:13:33 ldap-master gdm-password][58076]: pam_unix(gdm-password:session): session opened for user alice by (uid=0)
11421,WebServer,nginx[18682]: User 'system' logged in successfully from 100.64.221.232
11422,Database,2025-04-30T23:03:38.763572Z k8s-worker-01 Oracle Audit: LOGON: USER: 'dbadmin' PRIVILEGE: 'NORMAL' SUCCESS
11423,SSH,May 10 09:18:39 web-prod-01 sshd[64354]: Accepted password for devops from 172.17.44.123 port 52477 ssh2: RSA SHA256:5a8e3d8e6b4e
11424,Linux,[27/Apr/2025:14:19:56 +0000] web-prod-02 login[40210]: pam_unix(login:session): session opened for user analyst by LOGIN(uid=0)
11425,SSH,May 09 23:09:09 k8s-master-01 sshd[46026]: Accepted keyboard-interactive for nginx from 100.64.42.129 port 63322 ssh2
11426,Database,2025-05-10T03:12:46.763572Z proxy-02 postgres[15177]: User dbadmin connected to database development from 198.51.100.229.200
11427,Database,2025-05-14T08:25:35.763572Z proxy-02 mongodb[24930]: Successfully authenticated as principal readonly on production
11428,Database,2025-05-07T22:25:18.763572Z k8s-worker-01 mongodb[64635]: Successfully authenticated as principal readonly on master
11429,Application,2025-04-27 07:39:28 ldap-master Special privileges assigned to new logon: User: WORKGROUP\guest Privileges: SeRestorePrivilege
11430,Database,[03/May/2025:20:05:49 +0000] proxy-02 mongodb[45637]: Successfully authenticated as principal readonly on master
11431,Linux,gdm-password][29886]: pam_unix(gdm-password:session): session opened for user nginx by (uid=0)
11432,WebServer,nginx[9305]: User 'guest' logged in successfully from 2001:db8::9e0
11433,Database,2025/05/22 13:29:56 ad-controller-01 Oracle Audit: LOGON: USER: 'replication' PRIVILEGE: 'SYSOPER' SUCCESS
11434,WebServer,May 05 22:27:51 app-server-01 apache2[60059]: Auth: user bob@CORPORATE : authentication successful
11435,Linux,2025/04/28 00:40:19 gitlab-runner-01 sudo: pam_unix(sudo:session): session opened for user www-data by system(uid=1140)
11436,SSH,[06/May/2025:19:37:16 +0000] auth-server sshd[40644]: pam_unix(sshd:session): session opened for user nginx by (uid=0)
11437,Database,2025-04-26 13:01:51 auth-server mongodb[21465]: Successfully authenticated as principal dbadmin on test
11438,Windows,2025/05/04 11:16:03 k8s-worker-01 An account was successfully logged on. Subject: Security ID: S-1-5-21-492265-8805 Logon Type: 2
11439,SSH,sshd[29588]: pam_unix(sshd:session): session opened for user monitoring by (uid=0)
11440,Windows,May 25 02:32:23 db-slave-01 Logon Type: 11. New Logon: Security ID: S-1-5-21-492057-2658 Account Name: service Account Domain: WORKGROUP
11441,SSH,sshd[25029]: Accepted keyboard-interactive for zabbix from 198.51.100.199.138 port 54656 ssh2: RSA SHA256:d728802a917b
11442,SSH,May 04 12:37:10 web-prod-01 sshd[25707]: Accepted password for service from 100.64.165.44 port 57814 ssh2
11443,Linux,2025-05-23 15:01:21 k8s-worker-02 systemd-logind[20647]: New session 939 of user support.
11444,Windows,An account was successfully logged on. Subject: Security ID: S-1-5-21-991880-4505 Logon Type: 11
11445,Database,May 23 17:02:03 k8s-worker-01 mongodb[19172]: Successfully authenticated as principal replication on admin
11446,Linux,2025-05-20 13:25:43 mail-server sudo: pam_unix(sudo:session): session opened for user support by devops(uid=1398)
11447,Application,"2025-04-28 09:29:24 vpn-gateway [INFO] SecurityManager - Login successful for user: mysql, IP: 10.0.14.242"
11448,Windows,May 26 00:11:03 loadbalancer An account was successfully logged on. Subject: Security ID: S-1-5-21-606522-3738 Logon Type: 10
11449,Application,May 17 19:18:10 web-prod-02 Special privileges assigned to new logon: User: CORPORATE\web_admin Privileges: SeBackupPrivilege
11450,Application,Special privileges assigned to new logon: User: CORPORATE\guest Privileges: SeBackupPrivilege
11451,Linux,2025/05/03 23:21:30 backup-server systemd-logind[49244]: New session 263 of user sysadmin.
11452,Database,[10/May/2025:18:03:21 +0000] db-master mysql[10751]: Access granted for user 'backup'@'198.51.100.117.200' (using password: YES)
11453,Linux,2025/05/06 12:32:00 monitoring-01 sudo: pam_unix(sudo:session): session opened for user web_admin by jennifer(uid=1442)
11454,Windows,2025-05-21T07:54:42.764572Z loadbalancer Logon Type: 3. New Logon: Security ID: S-1-5-21-417957-4863 Account Name: nginx Account Domain: CORPORATE
11455,Other,2025-05-24T16:05:58.764572Z gitlab-runner-01 mariadb[61485]: User backup connected to database development from 172.17.85.217
11456,Database,2025/05/05 21:31:26 gitlab-runner-01 mysql[42292]: Access granted for user 'dbadmin'@'192.168.206.110' (using password: YES)
11457,SSH,May 23 17:01:45 db-master sshd[53237]: User system from 198.51.100.26.28 authenticated successfully
11458,Database,Apr 26 07:32:17 k8s-master-01 postgres[37914]: LOG:  connection authorized: user=readonly database=test
11459,SSH,2025/04/30 11:50:42 monitoring-01 sshd[14377]: Accepted password for git from 172.18.237.92 port 60365 ssh2
11460,Windows,An account was successfully logged on. Subject: Security ID: S-1-5-21-406426-3959 Logon Type: 11
11461,WebServer,2025/04/27 16:33:47 ldap-master nginx[12751]: Successful login: user=nagios ip=203.0.113.150.91 session=7b3f8522
11462,Windows,An account was successfully logged on. Subject: Security ID: S-1-5-21-805456-8594 Logon Type: 3
11463,Windows,2025-05-07 02:09:44 loadbalancer Windows Logon: User CORPORATE\dbadmin logged on successfully from 2001:db8::e29
11464,Other,May 20 13:57:48 mail-server tomcat[43852]: User [backup] successfully authenticated via OAuth
11465,WebServer,2025-05-22T23:35:47.764572Z mail-server apache2[17443]: Successful login: user=user ip=10.0.54.178 session=2881667a
11466,Other,mariadb[37216]: User dbadmin connected to database development from 10.0.127.190
11467,Windows,May 23 18:01:00 web-prod-01 An account was successfully logged on. Subject: Security ID: S-1-5-21-245831-4807 Logon Type: 10
11468,SSH,sshd[20033]: Successful authentication for mysql from 172.17.118.153 port 60723
11469,Other,tomcat[24983]: User [backup] successfully authenticated via OAuth
11470,SSH,[06/May/2025:16:35:57 +0000] vpn-gateway sshd[2131]: Successful authentication for david from 172.18.39.63 port 50455
11471,Linux,2025-04-29 00:17:25 mail-server login[24408]: pam_unix(login:session): session opened for user www-data by LOGIN(uid=0)
11472,Database,Oracle Audit: LOGON: USER: 'backup' PRIVILEGE: 'SYSOPER' SUCCESS
11473,Database,2025/05/24 03:24:58 vpn-gateway mysql[17615]: Access granted for user 'backup'@'203.0.113.136.231' (using password: YES)
11474,Other,tomcat[25759]: User [apache] successfully authenticated via SAML
11475,SSH,sshd[36962]: Successful authentication for service from 203.0.113.141.69 port 42802
11476,Windows,2025-05-22T00:54:52.764572Z ldap-master An account was successfully logged on. Subject: Security ID: S-1-5-21-722232-9341 Logon Type: 2
11477,Database,2025-05-02T00:52:47.764572Z db-slave-01 Oracle Audit: LOGON: USER: 'replication' PRIVILEGE: 'SYSDBA' SUCCESS
11478,Database,2025/05/04 01:18:06 proxy-02 Oracle Audit: LOGON: USER: 'readonly' PRIVILEGE: 'SYSDBA' SUCCESS
11479,Application,"2025/05/20 08:44:37 proxy-01 [INFO] SecurityManager - Login successful for user: dbadmin, IP: 10.0.1.208"
11480,Linux,2025-05-12T09:12:19.764572Z mail-server sudo: nginx : TTY=pts/9 ; PWD=/home/nginx ; USER=system ; COMMAND=/usr/bin/vim
11481,Linux,2025-05-08T09:54:16.764572Z web-prod-01 login[17515]: pam_unix(login:session): session opened for user monitoring by LOGIN(uid=0)
11482,Application,Special privileges assigned to new logon: User: WORKGROUP\sarah Privileges: SeBackupPrivilege
11483,WebServer,nginx[33263]: User 'alice' logged in successfully from 172.17.217.208
11484,Other,2025-04-28 12:22:32 mail-server tomcat[65080]: User [root] successfully authenticated via SAML
11485,Database,Oracle Audit: LOGON: USER: 'backup' PRIVILEGE: 'NORMAL' SUCCESS
11486,Windows,2025-05-21T07:02:30.764572Z db-master Logon Type: 3. New Logon: Security ID: S-1-5-21-870683-8567 Account Name: sarah Account Domain: WORKGROUP
11487,Windows,2025-04-26T17:54:06.764572Z proxy-01 Logon Type: 2. New Logon: Security ID: S-1-5-21-732304-1548 Account Name: service Account Domain: CORPORATE
11488,Other,2025-05-08T04:29:59.764572Z db-slave-01 mariadb[38869]: User replication connected to database master from 192.168.245.131
11489,Linux,sudo: pam_unix(sudo:session): session opened for user postgres by user(uid=1382)
11490,Linux,gdm-password][7240]: pam_unix(gdm-password:session): session opened for user test by (uid=0)
11491,Database,mysql[2389]: User app_user connected to database production from 10.0.200.33
11492,Database,2025-05-03T07:19:04.764572Z db-master mysql[56944]: Access granted for user 'app_user'@'100.64.223.50' (using password: YES)
11493,Linux,sudo: bob : TTY=pts/7 ; PWD=/home/bob ; USER=nagios ; COMMAND=/usr/bin/vim
11494,SSH,Apr 26 11:36:10 db-slave-01 sshd[14355]: Successful authentication for web_admin from 10.0.54.203 port 45705
11495,Linux,sudo: nagios : TTY=pts/8 ; PWD=/home/nagios ; USER=david ; COMMAND=/usr/bin/vim
11496,Linux,May 10 10:46:33 app-server-01 gdm-password][29894]: pam_unix(gdm-password:session): session opened for user postgres by (uid=0)
11497,SSH,sshd[50480]: Successful authentication for guest from 203.0.113.173.78 port 43535
11498,Application,"2025-05-21T08:09:11.764572Z web-prod-02 [INFO] SecurityManager - Login successful for user: test, IP: 192.168.15.155"
11499,Application,[02/May/2025:22:24:43 +0000] k8s-worker-02 httpd[2122]: Successful login: user=apache ip=172.18.209.76 session=ad11bbdc
11500,Linux,2025-05-18T06:09:46.764572Z k8s-worker-01 sudo: pam_unix(sudo:session): session opened for user nagios by system(uid=1921)
11501,Application,"[INFO] SecurityManager - Login successful for user: zabbix, IP: 172.17.206.201"
11502,Other,2025/05/14 13:01:04 jenkins-master tomcat[37186]: User [zabbix] successfully authenticated via local
11503,Database,mysql[20128]: Access granted for user 'readonly'@'2001:db8::16bb' (using password: YES)
11504,SSH,sshd[14019]: Successful authentication for john from 172.16.230.188 port 47095
11505,SSH,sshd[50699]: Accepted keyboard-interactive for michael from 2001:db8::b32 port 54246 ssh2
11506,SSH,May 04 17:07:56 app-server-01 sshd[48326]: Accepted keyboard-interactive for dbuser from 2001:db8::9d9 port 43754 ssh2: RSA SHA256:75f3ab732431
11507,WebServer,2025/05/05 18:30:53 loadbalancer apache2[39270]: Auth: user bob@PROD : authentication successful
11508,Windows,May 22 01:29:04 file-server Logon Type: 10. New Logon: Security ID: S-1-5-21-205088-9569 Account Name: test Account Domain: WORKGROUP
11509,Database,2025-04-27 15:10:01 loadbalancer Oracle Audit: LOGON: USER: 'app_user' PRIVILEGE: 'SYSOPER' SUCCESS
11510,Application,Special privileges assigned to new logon: User: INTERNAL\gitlab Privileges: SeRestorePrivilege
11511,Windows,2025-05-16 10:18:46 k8s-master-01 Logon Type: 3. New Logon: Security ID: S-1-5-21-690569-5637 Account Name: helpdesk Account Domain: CORPORATE
11512,Database,postgres[47898]: LOG:  connection authorized: user=backup database=admin
11513,Linux,2025-05-01 20:47:17 k8s-worker-01 systemd-logind[65111]: New session 189 of user demo.
11514,Linux,2025-05-11 01:19:37 db-master su[40809]: Successful su for mysql by git
11515,WebServer,nginx[27626]: User 'nginx' logged in successfully from 172.17.201.9
11516,SSH,[14/May/2025:23:42:17 +0000] file-server sshd[15100]: Successful authentication for analyst from 2001:db8::f0d port 46718
11517,Application,"Apr 26 15:14:45 file-server [INFO] SecurityManager - Login successful for user: system, IP: 192.168.211.161"
11518,WebServer,nginx[49705]: User 'mary' logged in successfully from 172.16.106.63
11519,Linux,sudo: gitlab : TTY=pts/3 ; PWD=/home/gitlab ; USER=gitlab ; COMMAND=/bin/su
