ID,Asset,Log
9971,SSH,sshd[30294]: Invalid user support from 10.0.220.129 port 60266
9972,Linux,2025-05-11 20:21:54 app-server-01 sudo: audit : 3 incorrect password attempts ; TTY=pts/1 ; PWD=/home/audit ; USER=audit ; COMMAND=/bin/su
9973,SSH,May 19 00:31:15 loadbalancer sshd[5192]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=10.0.5.29 user=helpdesk
9974,SSH,sshd[37196]: Failed password for invalid user support from 203.0.113.149.117 port 58793 ssh2
9975,Linux,2025-04-27 07:20:57 loadbalancer sudo: apache : 2 incorrect password attempts ; TTY=pts/7 ; PWD=/home/apache ; USER=admin ; COMMAND=/bin/bash
9976,SSH,sshd[64521]: Disconnecting invalid user admin 2001:db8::33d port 40077: Too many authentication failures
9977,Application,May 22 08:11:00 app-server-01 mariadb[28211]: Authentication failed for user sa from 172.17.169.232: User not found
9978,Application,"[25/May/2025:06:56:57 +0000] proxy-01 [ERROR] SecurityManager - Login failed for user: netadmin, IP: 100.64.167.25, Reason: Authentication failure"
9979,Linux,[28/Apr/2025:15:45:51 +0000] loadbalancer su[54598]: - pts/9 bob:apache
9980,Application,2025/04/26 22:20:26 proxy-01 mariadb[58781]: Authentication failed for user root from 192.168.231.110: Invalid password
9981,WebServer,May 03 10:43:10 mail-server apache2[49495]: Auth: user service@DEV : authentication failure for '/dashboard': User not found
9982,Linux,2025-05-21 00:19:52 auth-server su[62944]: - pts/0 audit:test
9983,WebServer,apache2[64504]: Failed login attempt: user=developer ip=2001:db8::1d02 reason='Account expired'
9984,Application,2025-05-15T13:57:15.912512Z k8s-worker-02 tomcat[49975]: Failed login attempt: user=developer ip=192.168.9.168 reason='Invalid user'
9985,WebServer,May 21 03:54:29 jenkins-master apache2[51917]: Failed login attempt: user=user ip=172.16.164.217 reason='User not found'
9986,SSH,2025/04/30 16:22:36 db-master sshd[58753]: Failed password for nagios from 172.16.73.162 port 62955 ssh2
9987,Windows,May 13 17:32:11 ad-controller-01 Audit Failure: Logon Type: 2 Failure Information: Failure Reason: Authentication failure
9988,SSH,[30/Apr/2025:21:30:44 +0000] db-master sshd[62521]: Connection closed by authenticating user root 100.64.60.205 port 53940 [preauth]
9989,Application,2025-05-02T17:12:53.912512Z auth-server httpd[40542]: Failed login attempt: user=www-data ip=172.16.198.103 reason='Permission denied'
9990,Database,2025-05-03T20:52:53.912512Z vpn-gateway postgres[48402]: Authentication failed for user sa from 172.17.97.167: User not found
9991,Linux,2025-05-14 16:58:25 db-slave-01 su[3861]: - pts/1 support:guest
9992,Linux,su[60421]: - pts/9 developer:jennifer
9993,Linux,2025-05-07 14:48:04 proxy-01 pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty2 ruser= rhost=  user=alice
9994,WebServer,2025-05-25 16:11:28 auth-server nginx[40946]: Login failed for user 'jennifer' from 198.51.100.199.129 - Maximum attempts exceeded
9995,Linux,sudo: nagios : 1 incorrect password attempts ; TTY=pts/0 ; PWD=/home/nagios ; USER=guest ; COMMAND=/usr/bin/passwd
9996,Application,May 26 01:35:05 jenkins-master Logon Failure: Reason: Invalid credentials. User Name: test Domain: CORPORATE
9997,Linux,[07/May/2025:18:15:53 +0000] file-server sudo: david : 2 incorrect password attempts ; TTY=pts/7 ; PWD=/home/david ; USER=sysadmin ; COMMAND=/usr/bin/passwd
9998,Windows,2025/05/11 11:04:19 proxy-01 Audit Failure: Logon Type: 3 Failure Information: Failure Reason: Account disabled
9999,Windows,An account failed to log on. Subject: Security ID: S-1-5-21-423541-8824 Failure Reason: Access denied
10000,SSH,2025-05-05T11:59:58.912512Z file-server sshd[4320]: Invalid user www-data from 203.0.113.216.133 port 57532
10001,SSH,[26/May/2025:22:33:26 +0000] web-prod-02 sshd[35369]: Failed password for invalid user admin from 192.168.54.93 port 63955 ssh2
10002,Database,mongodb[19504]: Failed to authenticate as principal dbadmin on master - AuthenticationFailed
10003,Database,May 12 14:44:56 mail-server mysql[4765]: Access denied for user 'root'@'203.0.113.65.3' (using password: YES)
10004,Application,"login[1478]: FAILED LOGIN (4) on '/dev/tty3' FOR 'audit', Authentication failure"
10005,SSH,[28/Apr/2025:17:32:49 +0000] vpn-gateway sshd[39629]: Connection closed by authenticating user postgres 172.17.70.44 port 48326 [preauth]
10006,SSH,[26/Apr/2025:20:26:34 +0000] vpn-gateway sshd[15876]: Disconnecting invalid user www-data 10.0.10.130 port 44534: Too many authentication failures
10007,Linux,2025-05-23 19:18:28 ad-controller-01 su[14951]: - pts/1 user:john
10008,Windows,2025-05-03 04:53:56 db-slave-01 An account failed to log on. Subject: Security ID: S-1-5-21-775702-4957 Failure Reason: Bad password
10009,Database,mysql[5039]: Access denied for user 'sa'@'172.18.45.17' (using password: YES)
10010,Database,May 25 09:25:03 jenkins-master postgres[8204]: FATAL:  password authentication failed for user 'admin'
10011,Database,2025-05-13T04:49:05.912512Z proxy-02 mysql[56704]: Access denied for user 'dbadmin'@'172.17.230.14' (using password: YES)
10012,Linux,su[30339]: FAILED su for operator by test
10013,Application,"May 01 19:23:12 web-prod-01 [ERROR] SecurityManager - Login failed for user: bob, IP: 172.18.178.213, Reason: Maximum attempts exceeded"
10014,Linux,pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty3 ruser= rhost=  user=operator
10015,SSH,sshd[30141]: error: maximum authentication attempts exceeded for david from 172.16.144.35 port 45948 ssh2 [preauth]
10016,Database,[24/May/2025:21:17:31 +0000] vpn-gateway mysql[14716]: Access denied for user 'admin'@'172.17.186.196' (using password: NO)
10017,Application,May 02 00:37:37 ldap-master Logon Failure: Reason: Account expired. User Name: dbadmin Domain: WORKGROUP
10018,Windows,2025-05-05T00:53:14.913513Z db-slave-01 Windows Logon Failed: CORPORATE\jenkins from 192.168.47.35 - Invalid password
10019,Linux,su[4768]: FAILED su for demo by apache
10020,Database,2025-05-21 01:34:15 web-prod-01 postgres[48340]: FATAL:  password authentication failed for user 'dbadmin'
10021,Windows,Windows Logon Failed: WORKGROUP\user from 203.0.113.91.8 - Account expired
10022,Windows,2025-04-27 18:08:43 file-server An account failed to log on. Subject: Security ID: S-1-5-21-225623-8451 Failure Reason: User not found
10023,Database,Oracle Audit: LOGON: USER: 'admin' PRIVILEGE: 'NORMAL' FAILURE: ORA-01017: invalid username/password
10024,SSH,sshd[54639]: Failed password for monitoring from 10.0.75.53 port 59122 ssh2
10025,SSH,May 21 22:15:07 auth-server sshd[59050]: Failed password for invalid user deploy from 198.51.100.139.228 port 41127 ssh2
10026,Linux,sudo: oracle : 4 incorrect password attempts ; TTY=pts/5 ; PWD=/home/oracle ; USER=web_admin ; COMMAND=/usr/bin/passwd
10027,Application,"May 04 16:45:09 k8s-worker-02 login[49085]: FAILED LOGIN (3) on '/dev/tty3' FOR 'root', Authentication failure"
10028,Database,[04/May/2025:04:07:00 +0000] jenkins-master mysql[27426]: Access denied for user 'admin'@'203.0.113.137.114' (using password: YES)
10029,WebServer,2025-05-19 14:32:36 ad-controller-01 nginx[62778]: Login failed for user 'monitoring' from 100.64.34.178 - User not found
10030,Linux,2025-04-26 04:27:04 file-server sudo: mary : 2 incorrect password attempts ; TTY=pts/3 ; PWD=/home/mary ; USER=operator ; COMMAND=/usr/bin/passwd
10031,Windows,[07/May/2025:13:07:16 +0000] app-server-01 Audit Failure: Logon Type: 7 Failure Information: Failure Reason: Invalid credentials
10032,SSH,2025-05-08 04:35:20 mail-server sshd[40167]: error: maximum authentication attempts exceeded for gitlab from 100.64.160.89 port 47880 ssh2 [preauth]
10033,Database,2025/05/14 03:05:00 jenkins-master mongodb[46094]: Failed to authenticate as principal admin on production - AuthenticationFailed
10034,Database,postgres[19146]: FATAL:  password authentication failed for user 'dbadmin'
10035,Linux,2025-05-13 00:38:03 web-prod-02 su[30435]: - pts/1 zabbix:jennifer
10036,Database,2025-05-12T16:54:24.913513Z db-slave-01 mongodb[64049]: Failed to authenticate as principal test on master - AuthenticationFailed
10037,Database,2025-04-29 10:37:07 auth-server mysql[63080]: Access denied for user 'test'@'10.0.58.102' (using password: YES)
10038,Database,2025-05-03 16:07:15 db-master postgres[1305]: FATAL:  password authentication failed for user 'root'
10039,Windows,Windows Logon Failed: WORKGROUP\user from 172.18.113.31 - Account disabled
10040,Database,mongodb[41288]: Failed to authenticate as principal test on admin - AuthenticationFailed
10041,Windows,Audit Failure: Logon Type: 7 Failure Information: Failure Reason: Maximum attempts exceeded
10042,Database,2025/05/14 14:25:32 proxy-02 mongodb[40316]: Failed to authenticate as principal root on admin - AuthenticationFailed
10043,Linux,2025-05-07T04:14:28.913513Z web-prod-02 sudo: administrator : 1 incorrect password attempts ; TTY=pts/3 ; PWD=/home/administrator ; USER=sarah ; COMMAND=/bin/su
10044,Windows,May 13 17:24:41 ldap-master An account failed to log on. Subject: Security ID: S-1-5-21-815306-8911 Failure Reason: Invalid password
10045,Database,[12/May/2025:23:54:23 +0000] auth-server mongodb[51085]: Failed to authenticate as principal root on master - AuthenticationFailed
10046,Application,"2025/04/28 03:29:14 ldap-master login[31102]: FAILED LOGIN (5) on '/dev/tty6' FOR 'david', Authentication failure"
10047,Linux,[11/May/2025:14:11:15 +0000] app-server-01 su[11997]: FAILED su for john by bob
10048,Windows,May 19 01:00:44 ldap-master Audit Failure: Logon Type: 3 Failure Information: Failure Reason: Authentication failure
10049,Application,May 05 06:07:17 db-slave-01 Logon Failure: Reason: Account disabled. User Name: deploy Domain: WORKGROUP
10050,Database,mysql[11228]: Access denied for user 'admin'@'100.64.223.254' (using password: NO)
10051,Windows,Audit Failure: Logon Type: 3 Failure Information: Failure Reason: Account disabled
10052,Database,mysql[43356]: Authentication failed for user root from 172.16.224.222: Account locked
10053,Windows,Windows Logon Failed: INTERNAL\app_user from 10.0.209.224 - Bad password
10054,Application,2025-05-04T03:41:25.913513Z gitlab-runner-01 tomcat[7498]: Failed login attempt: user=guest ip=198.51.100.120.50 reason='Authentication failure'
10055,Windows,Audit Failure: Logon Type: 2 Failure Information: Failure Reason: Bad password
10056,Application,"login[1300]: FAILED LOGIN (1) on '/dev/tty4' FOR 'system', Authentication failure"
10057,SSH,sshd[3417]: Failed password for apache from 10.0.75.134 port 60431 ssh2
10058,WebServer,[07/May/2025:17:37:19 +0000] proxy-02 nginx[18189]: Failed login attempt: user=nginx ip=172.17.117.232 reason='User not found'
10059,Application,2025-05-26T13:48:29.913513Z db-master Logon Failure: Reason: Invalid credentials. User Name: bob Domain: WORKGROUP
10060,SSH,sshd[64164]: Failed password for invalid user analyst from 100.64.172.180 port 45883 ssh2
10061,Windows,2025/04/26 05:28:33 proxy-02 An account failed to log on. Subject: Security ID: S-1-5-21-201024-1397 Failure Reason: Authentication failure
10062,Database,[08/May/2025:23:18:13 +0000] file-server mysql[46035]: Authentication failed for user sa from 172.18.97.132: User not found
10063,Linux,2025-05-12T03:28:10.913513Z db-slave-01 su[61486]: - pts/1 app_user:git
10064,Database,2025-05-07T04:03:52.913513Z proxy-02 Oracle Audit: LOGON: USER: 'root' PRIVILEGE: 'SYSDBA' FAILURE: ORA-01017: invalid username/password
10065,Linux,2025-05-22T19:38:43.913513Z ad-controller-01 su[61397]: - pts/1 guest:audit
10066,Database,2025/05/16 02:04:45 auth-server mongodb[8989]: Failed to authenticate as principal admin on master - AuthenticationFailed
10067,Linux,[25/May/2025:01:04:51 +0000] db-master su[33885]: FAILED su for support by monitoring
10068,SSH,sshd[37709]: Invalid user nagios from 203.0.113.93.248 port 63874
10069,Database,[22/May/2025:22:31:20 +0000] k8s-worker-01 Oracle Audit: LOGON: USER: 'test' PRIVILEGE: 'SYSDBA' FAILURE: ORA-01017: invalid username/password
10070,Linux,May 07 13:20:54 file-server sudo: audit : 2 incorrect password attempts ; TTY=pts/5 ; PWD=/home/audit ; USER=demo ; COMMAND=/bin/bash
10071,Application,2025-04-28 23:31:29 proxy-02 tomcat[50803]: Authentication failed for user [system] - Permission denied
10072,SSH,May 13 16:58:25 k8s-master-01 sshd[9367]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=172.17.158.186 user=sysadmin
10073,Database,Apr 26 00:37:39 k8s-master-01 Oracle Audit: LOGON: USER: 'dbadmin' PRIVILEGE: 'NORMAL' FAILURE: ORA-01017: invalid username/password
10074,Database,2025-05-10 07:56:33 gitlab-runner-01 mongodb[13291]: Failed to authenticate as principal test on master - AuthenticationFailed
10075,Windows,Audit Failure: Logon Type: 7 Failure Information: Failure Reason: Bad password
10076,Database,[24/May/2025:08:32:42 +0000] jenkins-master mysql[23592]: Authentication failed for user root from 172.16.240.222: User not found
10077,Database,2025/05/07 19:26:12 file-server mysql[57271]: Access denied for user 'sa'@'192.168.96.19' (using password: YES)
10078,Application,"May 19 20:54:44 web-prod-01 [ERROR] SecurityManager - Login failed for user: demo, IP: 10.0.133.218, Reason: Access denied"
10079,Linux,[23/May/2025:15:55:04 +0000] k8s-worker-01 su[59876]: - pts/1 operator:nginx
10080,Windows,2025-05-12T00:02:05.913513Z proxy-02 Audit Failure: Logon Type: 3 Failure Information: Failure Reason: Maximum attempts exceeded
10081,Application,"2025-05-23T03:24:51.913513Z db-master [ERROR] SecurityManager - Login failed for user: monitoring, IP: 172.18.116.151, Reason: Bad password"
10082,Database,2025-05-20T23:40:56.913513Z file-server postgres[35455]: FATAL:  password authentication failed for user 'root'
10083,Application,May 13 18:24:23 auth-server httpd[21429]: Failed login attempt: user=dbuser ip=198.51.100.8.61 reason='Permission denied'
10084,Linux,Apr 30 13:19:04 auth-server sudo: backup : 5 incorrect password attempts ; TTY=pts/8 ; PWD=/home/backup ; USER=gitlab ; COMMAND=/usr/bin/passwd
10085,Database,[01/May/2025:17:26:37 +0000] loadbalancer mysql[2178]: Access denied for user 'dbadmin'@'172.17.178.57' (using password: YES)
10086,SSH,2025-05-15 00:18:17 proxy-02 sshd[52080]: Connection closed by authenticating user system 203.0.113.239.60 port 46018 [preauth]
10087,SSH,2025-05-21T18:10:33.914500Z gitlab-runner-01 sshd[38305]: Failed password for invalid user michael from 203.0.113.222.92 port 54243 ssh2
10088,Database,2025-05-09 07:08:52 ldap-master mongodb[62235]: Failed to authenticate as principal root on admin - AuthenticationFailed
10089,Database,mongodb[52479]: Failed to authenticate as principal test on master - AuthenticationFailed
10090,Linux,pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty1 ruser= rhost=  user=demo
10091,Database,2025-05-09 22:21:39 jenkins-master mongodb[31404]: Failed to authenticate as principal root on master - AuthenticationFailed
10092,Database,2025/04/27 16:13:12 db-slave-01 Oracle Audit: LOGON: USER: 'admin' PRIVILEGE: 'NORMAL' FAILURE: ORA-01017: invalid username/password
10093,Database,mysql[63214]: Access denied for user 'root'@'172.16.165.110' (using password: NO)
10094,Application,2025-05-23 11:48:44 k8s-worker-02 Logon Failure: Reason: User not found. User Name: alice Domain: INTERNAL
10095,Linux,pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty4 ruser= rhost=  user=nagios
10096,Database,[03/May/2025:03:29:11 +0000] auth-server mongodb[60318]: Failed to authenticate as principal sa on production - AuthenticationFailed
10097,SSH,sshd[38869]: Failed password for user from 100.64.220.37 port 64352 ssh2
10098,Windows,Windows Logon Failed: INTERNAL\backup from 10.0.123.186 - Access denied
10099,SSH,May 10 16:38:12 k8s-master-01 sshd[20615]: Disconnecting invalid user devops 203.0.113.76.31 port 47132: Too many authentication failures
10100,Database,mysql[64385]: Access denied for user 'test'@'198.51.100.1.69' (using password: YES)
10101,Application,"2025/05/13 23:36:08 k8s-worker-02 login[21772]: FAILED LOGIN (3) on '/dev/tty2' FOR 'mary', Authentication failure"
10102,Linux,[28/Apr/2025:17:55:10 +0000] ldap-master su[18562]: FAILED su for nginx by devops
10103,Database,2025/05/16 19:30:30 vpn-gateway mongodb[51492]: Failed to authenticate as principal dbadmin on admin - AuthenticationFailed
10104,Application,Apr 30 13:52:47 ad-controller-01 Logon Failure: Reason: Invalid password. User Name: sysadmin Domain: INTERNAL
10105,SSH,sshd[60655]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=100.64.241.94 user=bob
10106,SSH,2025-05-16T07:10:13.914500Z web-prod-02 sshd[6090]: Failed password for bob from 203.0.113.225.122 port 51001 ssh2
10107,SSH,2025-05-14 13:11:31 backup-server sshd[15304]: Failed password for zabbix from 172.16.164.31 port 40425 ssh2
10108,Database,2025/04/30 08:19:40 ldap-master mongodb[13481]: Failed to authenticate as principal root on production - AuthenticationFailed
10109,SSH,2025/05/13 19:10:20 web-prod-02 sshd[23001]: error: maximum authentication attempts exceeded for demo from 172.18.43.161 port 57978 ssh2 [preauth]
10110,SSH,[12/May/2025:14:49:14 +0000] proxy-02 sshd[36977]: Invalid user oracle from 203.0.113.181.156 port 57988
10111,SSH,sshd[24912]: error: maximum authentication attempts exceeded for netadmin from 172.17.253.128 port 64486 ssh2 [preauth]
10112,Application,"2025-04-26 10:39:22 file-server [ERROR] SecurityManager - Login failed for user: jennifer, IP: 192.168.72.195, Reason: Invalid credentials"
10113,WebServer,2025-05-06T21:03:07.914500Z web-prod-01 nginx[25367]: Failed login attempt: user=test ip=100.64.90.155 reason='Maximum attempts exceeded'
10114,SSH,May 23 07:43:06 mail-server sshd[56099]: Disconnecting invalid user operator 10.0.110.104 port 46259: Too many authentication failures
10115,Application,Logon Failure: Reason: Account expired. User Name: mary Domain: WORKGROUP
10116,WebServer,2025-05-03T23:48:02.914500Z ad-controller-01 apache2[42058]: Auth: user postgres@corp.local : authentication failure for '/api/auth': Invalid user
10117,Windows,2025/05/18 23:11:53 ad-controller-01 An account failed to log on. Subject: Security ID: S-1-5-21-914532-3056 Failure Reason: Invalid password
10118,Linux,sudo: analyst : 3 incorrect password attempts ; TTY=pts/5 ; PWD=/home/analyst ; USER=operator ; COMMAND=/usr/bin/passwd
10119,SSH,sshd[49793]: Disconnecting invalid user root 2001:db8::12a5 port 51799: Too many authentication failures
10120,Windows,2025-05-20T10:14:10.914500Z proxy-02 Windows Logon Failed: CORPORATE\deploy from 2001:db8::1ad - Invalid password
10121,Linux,2025-05-18 13:38:03 web-prod-01 sudo: dbuser : 2 incorrect password attempts ; TTY=pts/6 ; PWD=/home/dbuser ; USER=www-data ; COMMAND=/bin/su
10122,Windows,Audit Failure: Logon Type: 2 Failure Information: Failure Reason: Invalid credentials
10123,WebServer,2025-04-26 04:57:58 ldap-master nginx[22792]: Login failed for user 'nginx' from 198.51.100.67.182 - Invalid user
10124,Database,2025/05/10 21:06:10 backup-server mongodb[21129]: Failed to authenticate as principal admin on master - AuthenticationFailed
10125,Linux,su[51287]: FAILED su for alice by sarah
10126,Linux,2025-05-07 22:48:23 loadbalancer pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty2 ruser= rhost=  user=administrator
10127,Windows,Windows Logon Failed: WORKGROUP\michael from 172.17.135.157 - Authentication failure
10128,Application,tomcat[20373]: Authentication failed for user [jenkins] - Bad password
10129,Linux,[03/May/2025:18:15:17 +0000] vpn-gateway sudo: alice : 3 incorrect password attempts ; TTY=pts/2 ; PWD=/home/alice ; USER=helpdesk ; COMMAND=/bin/bash
10130,SSH,sshd[49591]: error: maximum authentication attempts exceeded for web_admin from 172.16.173.16 port 63788 ssh2 [preauth]
10131,Windows,Audit Failure: Logon Type: 10 Failure Information: Failure Reason: User not found
10132,Windows,Audit Failure: Logon Type: 2 Failure Information: Failure Reason: Maximum attempts exceeded
10133,SSH,sshd[37303]: Connection closed by authenticating user web_admin 10.0.77.206 port 50635 [preauth]
10134,Linux,2025-05-21T20:53:50.915021Z gitlab-runner-01 pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty1 ruser= rhost=  user=nginx
10135,Windows,2025/05/14 22:24:46 app-server-01 Windows Logon Failed: INTERNAL\administrator from 198.51.100.105.251 - Account expired
10136,Windows,Audit Failure: Logon Type: 3 Failure Information: Failure Reason: Invalid password
10137,SSH,2025-05-21T13:05:38.915021Z monitoring-01 sshd[49406]: Disconnecting invalid user operator 10.0.193.4 port 40621: Too many authentication failures
10138,SSH,2025/04/28 13:35:09 k8s-worker-01 sshd[21651]: Connection closed by authenticating user deploy 172.17.79.47 port 42479 [preauth]
10139,Windows,2025/05/03 20:53:43 ldap-master Windows Logon Failed: WORKGROUP\guest from 198.51.100.85.159 - Authentication failure
10140,Linux,sudo: operator : 2 incorrect password attempts ; TTY=pts/9 ; PWD=/home/operator ; USER=developer ; COMMAND=/bin/bash
10141,Application,2025-05-22T23:09:58.915021Z ad-controller-01 tomcat[19842]: Authentication failed for user [mysql] - Permission denied
10142,Application,2025/05/18 08:23:18 db-slave-01 Logon Failure: Reason: Account disabled. User Name: administrator Domain: WORKGROUP
10143,SSH,sshd[32260]: Invalid user operator from 203.0.113.183.220 port 57880
10144,Database,postgres[46687]: FATAL:  password authentication failed for user 'test'
10145,Database,2025-05-18 03:55:58 web-prod-02 mongodb[60093]: Failed to authenticate as principal test on master - AuthenticationFailed
10146,Application,Logon Failure: Reason: Invalid user. User Name: dbadmin Domain: WORKGROUP
10147,Application,Logon Failure: Reason: User not found. User Name: devops Domain: WORKGROUP
10148,Database,2025/04/27 21:52:04 file-server mysql[4587]: Authentication failed for user test from 172.18.40.104: Invalid password
10149,Application,May 21 13:21:10 backup-server mariadb[27918]: Authentication failed for user test from 198.51.100.171.161: Invalid password
10150,SSH,[27/Apr/2025:13:52:25 +0000] gitlab-runner-01 sshd[5114]: Failed password for jennifer from 172.17.34.163 port 60216 ssh2
10151,Database,mongodb[24883]: Failed to authenticate as principal dbadmin on admin - AuthenticationFailed
10152,Application,[30/Apr/2025:14:02:18 +0000] proxy-01 tomcat[10193]: Authentication failed for user [service] - Invalid credentials
10153,Windows,2025-05-17 02:00:06 jenkins-master An account failed to log on. Subject: Security ID: S-1-5-21-484203-8005 Failure Reason: Permission denied
10154,Application,"2025-04-28T12:58:14.915021Z auth-server [ERROR] SecurityManager - Login failed for user: web_admin, IP: 10.0.164.95, Reason: Access denied"
10155,Application,"2025-05-12 10:56:59 app-server-01 login[51038]: FAILED LOGIN (5) on '/dev/tty2' FOR 'admin', Authentication failure"
10156,Windows,Audit Failure: Logon Type: 10 Failure Information: Failure Reason: User not found
10157,Windows,An account failed to log on. Subject: Security ID: S-1-5-21-944848-3930 Failure Reason: Account expired
10158,Linux,May 25 09:13:36 ldap-master sudo: git : 2 incorrect password attempts ; TTY=pts/9 ; PWD=/home/git ; USER=www-data ; COMMAND=/bin/bash
10159,Database,May 21 18:31:58 k8s-master-01 postgres[2136]: FATAL:  password authentication failed for user 'test'
10160,Database,Oracle Audit: LOGON: USER: 'admin' PRIVILEGE: 'SYSDBA' FAILURE: ORA-01017: invalid username/password
10161,Application,Logon Failure: Reason: Maximum attempts exceeded. User Name: demo Domain: CORPORATE
10162,Linux,[29/Apr/2025:05:42:27 +0000] k8s-master-01 su[8369]: - pts/1 service:www-data
10163,WebServer,[19/May/2025:13:38:07 +0000] web-prod-01 apache2[43262]: Auth: user web_admin@CORPORATE : authentication failure for '/admin': Access denied
10164,Windows,2025-05-03T05:32:23.915021Z db-master An account failed to log on. Subject: Security ID: S-1-5-21-820897-6981 Failure Reason: Maximum attempts exceeded
10165,Database,2025-05-11 10:55:26 ad-controller-01 mysql[46499]: Authentication failed for user test from 100.64.5.222: User not found
10166,Linux,sudo: john : 4 incorrect password attempts ; TTY=pts/4 ; PWD=/home/john ; USER=operator ; COMMAND=/bin/bash
10167,Application,"[ERROR] SecurityManager - Login failed for user: devops, IP: 172.18.1.124, Reason: Maximum attempts exceeded"
10168,Windows,2025/04/29 16:42:29 ldap-master Windows Logon Failed: WORKGROUP\user from 100.64.228.95 - Maximum attempts exceeded
10169,Linux,May 11 08:02:54 k8s-worker-02 pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty4 ruser= rhost=  user=nagios
10170,Windows,An account failed to log on. Subject: Security ID: S-1-5-21-381957-1902 Failure Reason: Access denied
10171,Windows,2025-04-30T08:24:56.915021Z db-master Audit Failure: Logon Type: 3 Failure Information: Failure Reason: Maximum attempts exceeded
10172,SSH,sshd[38677]: Connection closed by authenticating user monitoring 198.51.100.54.247 port 49514 [preauth]
10173,Application,[12/May/2025:18:37:27 +0000] app-server-01 tomcat[56107]: Authentication failed for user [monitoring] - Account expired
10174,Application,2025-05-24 19:20:07 vpn-gateway Logon Failure: Reason: Permission denied. User Name: analyst Domain: WORKGROUP
10175,Application,2025-05-21 07:56:21 web-prod-01 tomcat[13295]: Authentication failed for user [nginx] - User not found
10176,Database,2025/05/10 18:17:36 k8s-worker-02 Oracle Audit: LOGON: USER: 'sa' PRIVILEGE: 'NORMAL' FAILURE: ORA-01017: invalid username/password
10177,Windows,2025/05/25 06:48:31 jenkins-master Audit Failure: Logon Type: 3 Failure Information: Failure Reason: Invalid password
10178,Application,"[ERROR] SecurityManager - Login failed for user: jenkins, IP: 10.0.244.5, Reason: Authentication failure"
10179,Application,Logon Failure: Reason: Bad password. User Name: web_admin Domain: CORPORATE
10180,Application,[17/May/2025:20:21:30 +0000] gitlab-runner-01 Logon Failure: Reason: Invalid credentials. User Name: support Domain: CORPORATE
10181,Database,2025/05/02 08:38:39 gitlab-runner-01 Oracle Audit: LOGON: USER: 'sa' PRIVILEGE: 'SYSDBA' FAILURE: ORA-01017: invalid username/password
10182,Application,Logon Failure: Reason: Invalid credentials. User Name: jenkins Domain: WORKGROUP
10183,Application,"[24/May/2025:22:19:16 +0000] backup-server [ERROR] SecurityManager - Login failed for user: support, IP: 172.16.214.32, Reason: Maximum attempts exceeded"
10184,SSH,[04/May/2025:06:55:54 +0000] k8s-master-01 sshd[31914]: Invalid user monitoring from 198.51.100.158.167 port 63563
10185,Linux,2025-04-29 21:48:15 app-server-01 su[2339]: FAILED su for test by jenkins
10186,SSH,2025-05-19T13:46:44.915021Z auth-server sshd[63610]: Connection closed by authenticating user sysadmin 2001:db8::db9 port 43377 [preauth]
10187,WebServer,2025-04-28 11:09:32 mail-server nginx[16768]: Login failed for user 'backup' from 172.18.230.240 - Bad password
10188,Windows,2025/05/17 22:40:55 db-master Audit Failure: Logon Type: 10 Failure Information: Failure Reason: Access denied
10189,Linux,[04/May/2025:10:50:12 +0000] loadbalancer pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty1 ruser= rhost=  user=bob
10190,SSH,2025-05-19 01:59:49 jenkins-master sshd[26502]: Failed password for invalid user postgres from 203.0.113.41.142 port 52360 ssh2
10191,WebServer,2025/04/29 03:33:10 ldap-master nginx[38739]: Login failed for user 'john' from 192.168.203.204 - Invalid credentials
10192,Linux,May 08 14:16:34 web-prod-02 sudo: monitoring : 4 incorrect password attempts ; TTY=pts/1 ; PWD=/home/monitoring ; USER=dbadmin ; COMMAND=/usr/bin/passwd
10193,Linux,2025/05/06 13:03:52 gitlab-runner-01 pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty6 ruser= rhost=  user=mary
10194,SSH,[28/Apr/2025:21:52:03 +0000] ad-controller-01 sshd[16996]: Failed password for developer from 172.18.29.170 port 59402 ssh2
10195,Linux,sudo: deploy : 3 incorrect password attempts ; TTY=pts/7 ; PWD=/home/deploy ; USER=developer ; COMMAND=/bin/su
10196,Linux,2025-05-13T19:26:54.915021Z backup-server su[63349]: FAILED su for service by monitoring
10197,Linux,2025-05-24T23:50:01.915021Z proxy-01 pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty5 ruser= rhost=  user=administrator
10198,Application,[05/May/2025:04:20:17 +0000] gitlab-runner-01 tomcat[44408]: Authentication failed for user [support] - Permission denied
